active_cust,expenditure,months_on_network,Num_complaints,number_plan_changes,relocated,monthly_bill,technical_issues_per_month,Speed_test_result
1,1806.4,29,4,0,0,121,1,83
1,1806.4,28,4,0,0,122,1,84
1,1814.4,28,4,0,0,135,1,84
1,1812.8,28,4,0,0,124,1,84
1,1811.2,28,4,0,0,127,1,84
1,1812.0,29,4,0,0,129,1,84
1,1782.4,29,4,0,0,123,1,84
1,1776.8,29,4,0,0,131,1,84
1,1778.4,30,4,0,1,133,1,84
1,1808.0,29,4,0,1,119,1,84
0,1797.6,29,3,0,0,117,1,84
0,1793.6,29,3,0,0,131,1,84
0,1793.6,29,3,0,0,126,1,84
1,1748.8,31,3,0,1,123,1,84
0,1764.8,31,3,4,1,127,1,84
0,1764.0,31,4,0,0,118,1,84
1,1598.4,41,3,4,1,124,1,84
0,1623.2,39,4,4,1,126,1,84
0,1627.2,39,4,4,1,134,1,84
0,1528.8,47,3,4,1,117,1,85
0,1528.0,47,3,4,1,122,1,85
0,1575.2,43,3,4,1,134,1,85
0,1571.2,43,3,4,1,133,1,85
0,1570.4,43,3,4,1,119,1,85
0,1548.8,45,3,4,1,135,1,85
0,1547.2,45,3,4,1,124,1,85
0,1628.8,38,3,4,1,118,1,85
1,1596.0,41,4,0,0,121,1,84
1,1595.2,41,4,0,0,133,1,84
1,1648.0,37,4,0,0,118,1,84
1,1652.0,37,4,0,0,131,1,84
1,1788.0,29,4,0,0,121,1,84
1,1837.6,27,4,0,0,129,1,83
1,1835.2,27,4,0,0,121,1,83
1,1705.6,34,5,0,1,118,1,83
0,1701.6,33,5,0,1,115,1,83
0,1701.6,34,5,0,1,119,1,83
1,1716.8,33,5,0,1,119,1,83
1,1712.8,33,5,0,1,123,1,83
1,1670.4,35,3,0,0,117,1,83
1,1696.8,35,4,0,1,134,1,83
0,1695.2,34,5,0,1,119,1,83
0,1694.4,34,5,0,1,118,1,83
0,1620.8,39,5,0,1,125,1,83
0,1627.2,39,5,0,1,118,1,83
0,1640.0,38,5,0,1,130,1,83
1,1636.0,38,4,0,1,117,1,83
1,1800.8,29,4,0,1,124,1,83
1,1680.8,35,4,0,0,115,1,83
1,1684.8,35,4,0,0,126,1,83
1,1682.4,35,4,0,0,116,1,83
1,1597.6,41,4,0,0,123,1,83
1,1614.4,40,4,0,0,117,1,83
1,1614.4,40,4,0,0,126,1,83
1,1533.6,46,4,0,0,121,1,83
1,1534.4,46,4,0,0,134,1,83
1,1540.0,46,4,0,0,130,1,83
1,1572.0,42,4,0,0,126,1,83
0,1686.4,35,4,0,0,122,1,83
0,1694.4,35,4,0,0,132,1,83
1,1671.2,36,4,0,1,127,1,83
0,1737.6,32,4,0,0,118,1,84
0,1736.0,32,4,0,0,135,1,84
0,1736.8,32,4,0,1,135,1,84
0,1672.8,36,4,0,0,117,1,84
1,1674.4,36,4,0,1,137,1,84
1,1608.8,40,4,0,1,119,1,84
1,1611.2,40,4,0,1,119,1,84
1,1719.2,33,4,0,1,116,1,83
1,1676.8,36,4,0,1,116,1,83
1,1712.8,33,4,0,1,115,1,83
1,1712.8,33,4,0,1,128,1,84
1,1548.0,45,4,0,1,121,1,84
1,1519.2,48,4,0,1,125,1,85
1,1516.0,48,4,0,1,131,1,85
1,1517.6,48,4,0,1,131,1,84
1,1517.6,48,4,0,1,128,1,84
0,1516.0,48,4,0,1,135,1,84
0,1487.2,51,4,0,1,129,1,84
0,1492.0,51,4,0,1,116,1,84
1,1627.2,39,4,0,0,123,1,84
1,1625.6,39,4,0,0,134,1,84
1,1620.8,39,4,0,0,131,1,84
1,1777.6,30,4,0,1,123,1,84
1,1709.6,34,4,0,1,118,1,84
1,1709.6,33,4,4,1,118,1,83
1,1712.8,34,4,4,1,132,1,83
1,1709.6,33,4,4,1,129,1,83
1,1707.2,34,4,4,1,118,1,83
1,1795.2,29,5,0,1,128,1,83
1,1795.2,29,5,0,1,124,1,83
1,1645.6,37,5,0,1,132,1,84
0,1681.6,35,4,0,1,137,1,84
0,1556.8,45,4,0,1,121,1,85
0,1556.8,45,4,0,1,132,1,85
0,1539.2,46,4,0,1,132,1,85
0,1538.4,46,4,0,1,127,1,85
0,1646.4,37,4,0,1,115,1,85
0,1649.6,38,4,0,1,123,1,85
0,1647.2,38,4,0,1,115,1,85
0,1816.8,27,4,0,1,115,1,84
0,1735.2,32,4,0,0,135,1,85
0,1731.2,32,4,0,0,133,1,85
0,1736.0,32,4,0,0,125,1,85
0,1805.6,28,4,0,0,121,1,85
0,1808.8,29,4,0,0,128,1,85
0,1804.0,29,4,0,0,120,1,85
0,1821.6,28,4,0,0,118,1,85
0,1826.4,27,4,0,0,121,1,85
0,1821.6,28,4,0,0,128,1,85
0,1826.4,28,4,0,0,135,1,85
0,1725.6,33,4,0,0,133,1,84
0,1725.6,33,4,0,0,124,1,84
1,1670.4,36,4,4,1,134,1,84
1,1671.2,37,4,4,1,121,1,84
1,1668.0,36,4,0,1,118,1,84
1,1628.8,39,4,0,1,119,1,85
1,1629.6,39,4,0,1,122,1,85
1,1744.8,31,4,0,1,127,1,85
1,1740.0,32,4,0,1,115,1,85
1,1740.0,32,4,0,1,116,1,85
1,1688.0,35,3,0,0,119,1,84
1,1688.0,35,3,0,0,135,1,84
1,1686.4,35,3,0,0,130,1,84
1,1687.2,35,3,0,0,137,1,84
1,1685.6,35,3,0,0,117,1,84
1,1724.8,33,3,0,0,127,1,84
1,1656.0,37,4,4,1,128,1,84
1,1660.0,37,4,4,1,120,1,84
1,1529.6,47,4,4,1,116,1,85
0,1488.8,51,4,0,0,131,1,84
0,1485.6,51,4,0,0,135,1,84
0,1636.0,38,4,0,0,130,1,85
0,1637.6,38,4,0,0,129,1,84
0,1591.2,42,4,0,0,131,1,84
0,1631.2,39,4,0,0,134,1,84
0,1563.2,44,4,0,0,128,1,84
0,1565.6,44,4,0,0,121,1,84
0,1570.4,43,4,0,0,124,1,84
1,1574.4,43,3,4,1,126,1,84
1,1573.6,43,4,0,1,116,1,84
1,1538.4,46,4,0,1,126,1,84
1,1534.4,46,4,0,1,135,1,84
1,1668.8,36,4,0,1,115,1,84
1,1664.8,37,4,0,1,118,1,83
1,1578.4,43,4,0,1,119,1,84
1,1582.4,43,3,0,1,125,1,84
1,1644.8,37,3,0,1,131,1,84
1,1643.2,37,3,0,1,135,1,84
1,1642.4,38,3,0,1,123,1,84
1,1513.6,48,3,0,1,133,1,84
1,1512.8,49,3,0,1,125,1,84
1,1513.6,48,3,0,1,119,1,85
1,1491.2,50,3,0,1,132,1,85
1,1492.0,51,3,0,1,129,1,85
1,1491.2,50,3,0,1,128,1,85
1,1469.6,53,3,0,1,135,1,85
1,1473.6,52,3,0,1,124,1,85
1,1438.4,55,3,0,1,131,1,85
1,1442.4,56,3,0,1,119,1,85
1,1491.2,51,4,0,0,115,1,85
1,1490.4,50,4,0,0,132,1,85
1,1520.8,47,4,0,0,125,1,85
1,1591.2,42,4,0,0,117,1,84
1,1591.2,42,4,0,0,132,1,84
1,1593.6,42,4,0,0,120,1,84
1,1481.6,52,5,0,0,123,1,84
1,1473.6,51,5,0,0,120,1,84
1,1486.4,51,4,0,0,120,1,85
1,1463.2,53,4,0,0,125,1,84
1,1458.4,53,4,0,0,128,1,84
1,1483.2,51,4,0,0,122,1,84
1,1488.0,51,4,0,0,131,1,84
1,1505.6,49,4,0,0,115,1,84
1,1506.4,49,4,0,0,124,1,84
1,1504.0,49,4,0,0,134,1,84
1,1508.8,49,4,0,0,118,1,84
1,1480.8,51,4,0,0,118,1,84
1,1451.2,54,4,0,0,121,1,85
1,1460.0,53,4,0,0,118,1,84
1,1444.0,56,4,0,0,125,1,84
1,1448.0,55,3,3,0,121,1,84
1,1632.0,39,4,2,1,119,1,85
1,1605.6,40,4,3,1,123,1,84
1,1550.4,45,4,3,1,122,1,85
1,1549.6,44,4,3,1,129,1,85
1,1562.4,44,4,3,1,125,1,85
0,1504.8,50,4,0,1,127,1,85
0,1505.6,49,4,0,1,115,1,85
0,1503.2,50,4,0,1,130,1,85
0,1500.8,50,4,0,1,132,1,85
1,1697.6,34,4,0,0,122,1,84
1,1572.0,44,4,0,0,120,1,84
1,1662.4,37,4,2,1,118,1,84
1,1662.4,36,4,2,1,123,1,84
0,1664.8,36,4,0,0,123,1,84
0,1700.8,34,4,0,0,129,1,84
0,1699.2,34,4,0,0,119,1,84
0,1697.6,34,4,0,0,127,1,84
0,1700.8,34,4,0,0,115,1,85
0,1614.4,40,4,0,0,129,1,85
0,1613.6,40,4,0,0,125,1,85
0,1601.6,41,4,0,0,131,1,84
0,1604.8,41,4,0,0,127,1,84
0,1602.4,41,4,0,0,124,1,84
0,1636.0,38,4,0,0,132,1,84
0,1716.0,33,4,0,0,119,1,84
0,1716.0,34,4,0,0,121,1,84
0,1904.0,24,4,0,0,119,1,84
0,1904.0,24,4,0,0,130,1,84
1,1904.0,25,3,0,1,129,1,84
1,1900.0,24,3,0,1,124,1,84
1,1672.0,36,3,0,1,130,1,84
1,1674.4,36,3,0,1,116,1,84
1,1675.2,36,3,0,1,134,1,84
1,1867.2,26,3,0,1,122,1,84
1,1663.2,37,4,0,1,125,1,83
1,1659.2,37,4,0,1,117,1,83
0,1658.4,36,4,0,0,135,1,83
0,1837.6,27,4,0,0,138,1,83
0,1833.6,27,4,0,0,126,1,83
0,1942.4,22,4,0,0,129,1,83
0,1944.0,23,4,0,0,134,1,83
0,1638.4,38,4,0,0,129,1,83
0,1652.0,37,4,0,0,135,1,83
0,1652.0,37,4,0,0,126,1,83
0,1656.0,37,4,0,0,127,1,83
0,1658.4,37,4,0,0,130,1,83
0,1657.6,37,4,0,0,128,1,83
0,1658.4,37,4,0,0,123,1,83
0,2004.0,20,4,0,0,126,1,83
0,2007.2,21,4,0,0,132,1,83
0,1905.6,24,4,0,0,130,1,83
0,1898.4,24,4,0,0,121,1,83
0,1904.8,24,4,0,0,124,1,83
1,1980.8,21,3,0,1,132,1,83
1,1981.6,21,3,0,1,128,1,83
1,1856.0,27,3,0,1,129,1,83
1,1856.8,26,3,0,1,136,1,83
1,1794.4,29,3,0,1,119,1,83
1,1792.8,29,3,0,1,131,1,83
1,1872.8,26,3,0,1,115,1,83
1,1871.2,26,3,0,1,121,1,83
1,1751.2,31,3,0,1,115,1,84
1,1750.4,31,3,0,1,121,1,84
1,1641.6,38,3,0,1,78,2,84
0,1637.6,38,3,0,0,74,2,84
0,1542.4,45,3,0,0,158,2,85
0,1572.8,44,3,0,0,162,2,85
0,1668.8,36,3,0,0,46,2,85
0,1668.0,37,3,0,0,78,2,85
0,1666.4,36,3,0,0,31,2,84
0,1664.8,36,3,0,0,123,2,84
0,1665.6,37,3,0,0,169,2,84
0,1618.4,40,3,0,0,130,2,84
0,1620.8,40,3,0,0,123,2,84
0,1619.2,40,3,0,0,132,2,84
0,1613.6,40,5,0,0,130,2,84
0,1674.4,36,5,0,0,119,2,84
0,1668.0,36,5,0,0,170,2,84
1,1609.6,40,3,0,1,38,2,84
1,1607.2,40,3,0,1,178,2,84
1,1608.0,40,3,0,1,125,1,83
1,1518.4,48,3,0,1,47,1,84
1,1488.8,50,4,0,1,38,1,84
1,1493.6,51,4,0,1,37,1,84
1,1494.4,50,4,0,1,39,1,84
1,1493.6,50,4,0,1,83,1,84
1,1559.2,44,4,0,1,169,1,84
1,1564.0,43,4,0,1,82,1,84
1,1565.6,44,3,0,1,132,1,84
1,1565.6,44,3,0,1,88,1,84
1,1563.2,44,3,0,1,176,1,84
1,1556.8,44,3,0,1,53,2,85
1,1550.4,45,3,0,1,179,2,85
1,1631.2,38,3,0,1,35,2,84
0,1614.4,40,4,0,0,161,2,85
0,1607.2,40,4,0,0,92,2,85
0,1575.2,43,4,0,0,174,2,85
0,1573.6,43,4,0,0,175,2,84
0,1578.4,42,4,0,0,77,2,84
0,1584.0,42,4,0,0,48,2,84
0,1578.4,42,4,0,0,89,2,84
0,1626.4,39,4,0,0,123,2,84
0,1624.0,39,4,0,0,129,2,84
0,1542.4,46,4,0,0,34,2,84
0,1581.6,43,4,0,0,89,2,84
0,1575.2,43,4,0,0,47,2,84
0,1580.8,42,4,0,0,45,2,84
0,1547.2,46,4,0,0,172,2,84
0,1549.6,46,4,0,0,162,2,84
0,1549.6,46,4,0,0,178,2,84
0,1476.8,52,4,0,1,166,2,84
0,1476.0,52,4,0,1,164,2,84
0,1475.2,52,4,0,1,172,2,84
0,1498.4,49,4,0,1,122,2,84
0,1468.0,53,4,0,1,122,2,84
0,1464.0,53,4,0,1,133,2,84
0,1469.6,53,4,0,1,91,2,84
0,1596.8,41,4,0,1,44,2,84
1,1659.2,37,4,3,0,177,2,84
1,1572.8,43,4,0,0,92,2,84
1,1572.8,43,4,0,0,162,1,84
1,1574.4,43,4,0,0,118,1,84
1,1572.0,43,4,0,0,120,1,84
1,1578.4,42,4,0,0,131,1,84
1,1601.6,41,4,0,0,39,1,84
1,1594.4,41,4,0,0,77,1,84
1,1540.0,46,4,0,0,77,1,84
1,1575.2,43,4,0,0,136,1,84
1,1594.4,41,4,0,1,177,1,84
1,1521.6,48,4,0,0,133,1,84
1,1514.4,47,4,0,0,34,1,84
1,1516.8,47,4,0,0,76,1,84
1,1518.4,47,4,0,0,91,1,84
1,1518.4,47,4,0,0,76,2,84
0,1565.6,44,5,0,1,45,2,84
0,1565.6,44,5,0,1,161,2,84
1,1565.6,44,3,4,0,91,2,84
1,1561.6,44,4,4,1,168,2,84
0,1652.8,37,4,0,0,81,2,84
0,1657.6,37,4,0,0,134,2,84
0,1596.0,41,4,0,0,74,2,84
0,1599.2,41,4,0,0,171,2,84
0,1636.0,38,4,0,0,41,2,84
0,1649.6,37,4,0,0,175,4,84
0,1553.6,44,4,0,0,46,4,84
0,1557.6,45,4,0,0,171,4,84
0,1554.4,45,4,0,0,91,4,83
0,1636.8,38,4,0,0,122,4,83
0,1638.4,39,4,0,0,162,4,83
0,1541.6,45,4,4,1,170,4,83
1,1540.8,46,4,1,1,163,4,83
1,1542.4,46,4,1,1,39,4,83
1,1545.6,46,4,1,1,121,4,83
1,1490.4,50,4,1,1,166,4,83
1,1525.6,48,4,1,1,42,4,83
1,1525.6,47,4,1,1,160,4,83
1,1521.6,47,4,1,1,123,4,84
1,1520.8,47,4,1,1,163,4,84
1,1523.2,47,4,1,1,132,4,84
1,1591.2,42,5,4,1,134,4,84
1,1592.0,42,5,4,1,162,4,84
1,1592.0,42,5,4,1,90,4,84
1,1585.6,42,5,4,1,33,4,83
1,1589.6,42,5,4,1,76,4,83
1,1614.4,40,4,4,1,83,4,83
1,1617.6,40,4,4,1,48,4,83
1,1613.6,40,4,4,1,90,4,83
1,1660.8,36,4,4,1,42,4,83
1,1665.6,37,4,4,1,47,4,83
1,1589.6,42,4,4,1,49,4,84
1,1584.8,42,4,4,1,75,4,84
1,1584.0,42,4,2,0,169,4,84
1,1711.2,33,4,2,0,77,4,83
1,1716.8,33,4,2,0,89,4,83
1,1709.6,33,4,2,0,92,4,83
1,1693.6,35,4,2,0,137,4,83
1,1697.6,34,4,2,0,166,4,83
1,1690.4,35,4,0,0,161,4,83
1,1725.6,32,4,0,0,164,4,83
0,1588.8,41,4,0,0,177,4,83
0,1594.4,42,4,0,0,164,4,83
0,1590.4,41,4,0,0,175,4,83
0,1661.6,36,4,0,0,73,4,84
0,1659.2,37,4,0,0,80,4,84
1,1663.2,37,3,3,0,87,4,84
1,1659.2,36,3,3,0,75,4,85
1,1748.8,32,3,3,0,90,4,85
1,1640.0,38,3,3,0,82,4,84
1,1638.4,38,3,3,0,82,4,84
1,1636.0,38,3,3,0,76,4,84
1,1752.0,32,3,3,0,93,4,84
1,1746.4,31,3,3,0,93,4,84
1,1812.8,28,3,3,0,83,4,84
1,1816.0,28,4,0,1,75,4,84
1,1738.4,32,4,0,1,129,4,84
1,1672.8,36,3,3,0,121,2,85
1,1670.4,36,3,3,0,39,2,85
1,1668.0,36,4,0,0,167,2,85
1,1700.8,35,4,2,1,168,2,85
1,1700.0,34,4,2,1,84,2,85
1,1695.2,34,4,2,1,168,2,84
1,1662.4,36,4,2,1,116,2,84
0,1664.8,37,4,0,1,124,2,84
1,1664.8,36,4,0,1,91,2,84
0,1617.6,40,4,0,1,127,2,84
0,1620.8,39,4,4,0,163,2,84
0,1683.2,35,4,4,0,173,2,84
0,1680.0,36,4,4,0,39,2,84
0,1684.8,35,4,4,0,94,2,84
0,1574.4,42,4,4,0,78,2,84
0,1572.0,43,4,4,0,76,1,84
0,1692.0,35,4,4,0,81,1,84
0,1733.6,32,4,4,0,86,1,84
0,1739.2,32,4,4,0,82,1,84
0,1736.8,32,4,4,0,81,1,84
0,1736.0,32,4,4,0,82,1,84
0,1672.0,36,4,4,0,86,1,84
1,1708.8,33,4,0,1,86,1,84
1,1707.2,33,4,0,1,76,1,84
1,1620.8,39,4,3,1,87,1,84
1,1620.8,40,4,3,1,82,1,84
1,1604.0,40,4,3,1,41,1,84
1,1611.2,40,4,3,1,36,1,84
1,1617.6,39,4,3,1,122,1,85
1,1638.4,38,4,3,1,86,1,85
1,1608.8,40,4,4,1,88,2,84
1,1607.2,41,4,4,1,176,2,84
1,1613.6,40,4,4,1,165,2,84
1,1565.6,44,4,4,1,133,2,84
1,1565.6,43,4,4,1,178,2,84
1,1566.4,44,4,4,1,181,2,84
1,1527.2,47,5,0,1,177,2,84
1,1526.4,47,5,0,1,162,2,84
1,1529.6,46,5,0,1,133,2,84
1,1532.0,46,5,0,1,177,4,84
1,1530.4,47,5,0,1,162,4,84
0,1528.8,46,4,2,0,79,4,84
0,1530.4,47,4,2,0,86,4,84
0,1536.0,46,4,2,0,176,4,84
0,1540.8,46,4,2,0,175,4,84
0,1631.2,39,4,2,0,121,4,84
0,1703.2,34,4,2,1,135,4,84
0,1716.0,33,4,2,1,175,4,84
0,1719.2,33,4,2,0,80,4,83
0,1744.8,31,4,2,0,159,4,83
0,1747.2,32,4,2,0,173,4,83
0,1743.2,32,4,2,0,87,4,83
0,1689.6,34,4,0,0,178,4,83
0,1719.2,33,4,0,0,128,4,83
0,1719.2,33,4,0,0,170,4,83
0,1722.4,33,4,0,0,36,4,83
0,1720.0,33,4,0,0,53,2,84
0,1684.8,36,4,0,0,175,2,83
0,1735.2,32,4,0,1,89,2,83
0,1731.2,32,4,0,1,91,2,83
0,1732.8,32,4,0,1,80,1,83
0,1731.2,32,4,0,1,77,1,83
1,1599.2,41,4,0,1,126,1,83
1,1600.8,41,4,0,1,131,1,83
1,1598.4,41,4,0,1,178,1,83
1,1687.2,35,4,0,1,164,1,83
1,1680.8,35,4,0,1,158,1,83
1,1683.2,35,4,0,1,162,1,83
1,1729.6,32,4,0,1,163,1,83
1,1714.4,34,3,2,1,166,1,83
1,1714.4,34,3,2,1,176,1,83
1,1713.6,34,3,2,1,176,1,83
1,1714.4,33,3,2,1,178,1,83
1,1717.6,33,3,2,1,178,1,83
1,1720.0,33,3,2,1,170,1,83
1,1619.2,39,4,0,1,158,1,83
1,1650.4,37,4,0,1,169,1,83
1,1647.2,37,4,0,1,176,1,83
1,1652.0,37,4,0,1,167,1,83
1,1707.2,34,4,0,1,170,1,84
1,1707.2,34,4,0,1,171,1,84
1,1685.6,35,4,0,1,37,1,84
1,1683.2,35,4,1,1,48,1,84
1,1636.8,38,4,1,1,46,1,84
1,1708.0,33,4,1,1,50,1,84
1,1644.0,37,4,0,1,38,1,84
1,1648.0,38,4,0,1,35,1,84
1,1643.2,37,4,0,1,40,1,84
1,1582.4,42,4,0,1,49,1,83
1,1588.8,42,4,0,1,33,1,83
1,1590.4,42,4,0,1,47,1,83
1,1581.6,42,4,0,1,91,1,83
1,1674.4,36,4,0,1,47,1,83
1,1658.4,36,4,0,1,40,1,83
1,1660.0,36,4,0,1,89,1,83
1,1597.6,41,4,0,1,120,1,83
1,1592.8,41,4,0,1,86,1,83
1,1591.2,41,4,0,1,50,1,83
0,1592.0,41,3,0,0,41,1,83
0,1536.8,46,3,0,0,38,2,83
0,1536.0,46,3,0,0,171,2,83
0,1595.2,42,3,0,0,35,2,83
0,1620.8,39,4,0,0,82,2,83
0,1625.6,39,4,0,0,31,2,83
0,1621.6,39,4,0,0,80,2,83
0,1516.8,48,4,0,0,117,2,83
0,1514.4,48,4,0,0,171,2,83
0,1512.8,48,4,0,0,86,2,83
0,1516.0,48,4,0,0,40,2,83
1,1531.2,46,4,0,0,136,2,83
1,1592.0,41,4,2,1,120,2,83
1,1617.6,40,4,2,1,94,2,83
1,1517.6,48,4,2,1,176,2,83
1,1495.2,49,4,2,1,137,2,83
1,1498.4,49,4,2,1,81,2,84
1,1514.4,49,4,2,1,87,2,84
1,1508.0,48,4,2,1,37,2,84
1,1565.6,44,4,2,1,73,2,84
0,1566.4,43,3,4,1,175,2,84
0,1550.4,45,3,4,1,82,2,84
0,1552.8,45,3,4,1,44,2,84
0,1559.2,44,3,4,1,50,2,84
0,1560.0,44,3,4,1,173,2,83
1,1552.8,45,4,4,0,175,1,83
1,1552.8,45,4,4,0,176,1,83
0,1511.2,48,3,0,0,42,1,83
0,1520.8,48,3,0,0,178,1,83
0,1492.8,50,3,0,0,30,2,83
0,1488.8,51,3,0,0,43,2,83
0,1487.2,50,3,0,0,90,2,83
0,1464.0,54,5,0,0,35,2,83
0,1478.4,52,4,0,0,127,2,83
0,1476.0,51,4,0,0,161,2,83
0,1477.6,51,4,0,0,40,2,83
0,1528.8,47,4,0,0,164,2,83
0,1532.0,47,4,0,0,121,2,83
0,1528.8,46,4,0,0,158,2,83
0,1512.0,48,4,0,0,86,2,83
0,1512.8,49,4,0,0,74,2,83
1,1509.6,49,4,0,0,133,2,83
1,1587.2,42,4,0,0,173,2,83
1,1588.8,42,4,0,0,93,1,83
0,1496.0,51,4,0,0,165,1,83
0,1442.4,55,4,0,0,118,1,83
0,1488.8,50,4,0,0,130,1,83
0,1496.0,50,4,0,0,118,1,83
1,1492.8,50,4,4,1,43,1,83
1,1514.4,48,4,4,1,159,1,84
1,1514.4,48,4,4,1,175,1,84
1,1487.2,51,4,4,1,178,1,84
1,1488.8,51,3,4,1,159,1,84
1,1486.4,51,3,4,1,163,1,84
1,1488.8,51,3,4,1,158,1,84
1,1577.6,43,3,4,1,169,1,85
1,1572.8,43,3,4,1,174,1,84
1,1663.2,37,4,2,1,165,1,84
1,1658.4,36,4,1,1,120,1,84
1,1624.8,38,4,1,1,125,1,84
1,1628.8,39,4,1,1,38,1,84
1,1627.2,39,3,4,1,45,1,84
1,1626.4,39,3,4,1,130,1,84
1,1653.6,37,3,4,1,33,1,84
1,1581.6,43,3,4,1,33,1,84
1,1577.6,42,3,4,1,87,1,84
0,1590.4,42,4,0,1,170,1,83
0,1585.6,42,4,0,1,165,1,83
0,1586.4,42,4,0,1,35,1,83
0,1585.6,42,4,0,1,180,1,83
0,1566.4,43,4,0,0,84,2,83
1,1572.0,44,4,2,1,174,2,83
1,1674.4,36,4,2,1,37,2,83
1,1715.2,33,3,0,1,73,2,83
1,1712.8,33,3,0,1,86,2,83
1,1676.0,36,3,0,1,121,2,83
1,1671.2,35,3,0,1,121,2,83
1,1673.6,35,3,0,1,123,2,83
1,1569.6,43,4,0,1,128,2,83
1,1567.2,43,5,0,1,85,2,83
1,1564.0,43,5,0,1,82,2,83
0,1547.2,46,4,1,1,164,2,83
0,1604.0,40,4,1,1,38,4,84
0,1627.2,39,4,1,1,40,4,84
0,1623.2,39,4,1,1,53,4,84
0,1540.8,46,4,0,1,42,4,84
0,1541.6,45,4,0,1,38,4,83
0,1539.2,45,4,0,1,31,4,83
0,1536.8,46,4,0,1,50,4,83
1,1588.0,42,4,0,0,36,4,83
1,1586.4,42,4,0,0,84,4,83
1,1613.6,40,4,0,0,178,4,84
1,1612.8,40,4,0,0,49,4,84
1,1576.8,43,4,0,1,134,4,84
1,1526.4,47,4,0,1,93,4,84
1,1448.0,55,4,0,1,89,4,85
1,1495.2,50,4,0,1,40,4,84
0,1491.2,51,4,0,1,91,2,84
0,1562.4,43,4,0,1,132,2,84
0,1564.8,43,4,0,1,43,2,84
0,1562.4,44,4,0,1,95,2,84
0,1656.0,37,4,0,1,121,2,84
1,1698.4,34,4,0,1,136,2,84
1,1700.0,35,4,0,1,124,2,84
1,1695.2,34,4,0,1,137,2,84
0,1627.2,40,4,0,0,34,2,84
0,1624.8,39,4,0,0,47,2,84
0,1560.8,44,4,0,0,168,2,84
0,1567.2,43,4,0,0,35,2,83
0,1596.8,41,3,4,0,50,2,83
0,1590.4,41,3,4,0,49,2,83
0,1707.2,34,3,4,0,128,2,83
0,1707.2,34,3,4,0,164,2,83
0,1748.0,31,3,0,1,75,4,83
0,1700.0,33,3,0,1,40,4,83
1,1584.8,42,4,0,1,36,4,83
1,1540.8,46,3,0,1,92,4,83
1,1541.6,46,3,0,1,130,4,83
1,1557.6,44,3,0,1,48,4,83
1,1557.6,44,3,0,1,33,4,83
1,1553.6,45,4,0,1,85,4,83
1,1500.8,50,4,0,1,118,4,83
1,1499.2,50,4,0,1,178,4,83
1,1501.6,50,4,0,1,179,4,83
1,1498.4,50,4,0,1,81,4,83
1,1696.0,34,4,0,1,81,4,83
1,1830.4,27,4,0,1,35,4,83
1,1824.8,28,4,0,1,48,4,83
1,1826.4,27,4,0,1,33,4,83
1,1827.2,27,4,0,1,75,4,83
1,1820.8,28,4,0,0,38,4,83
1,1757.6,31,4,0,0,125,4,83
1,1591.2,41,4,0,0,163,4,83
1,1596.8,42,3,0,1,176,4,83
1,1592.0,42,3,0,1,132,4,83
1,1616.8,40,3,0,1,42,4,83
1,1615.2,40,4,2,0,80,4,83
1,1610.4,39,4,2,0,33,4,83
0,1704.8,33,4,2,0,118,4,84
0,1615.2,40,4,2,1,77,2,83
0,1597.6,41,4,2,1,44,2,83
1,1599.2,41,4,2,1,166,2,83
1,1595.2,41,4,2,1,171,2,84
1,1597.6,41,4,2,1,168,2,84
1,1617.6,40,4,2,1,176,2,84
1,1613.6,40,5,0,1,136,2,84
0,1592.8,41,5,0,1,84,2,85
0,1596.0,41,5,0,1,127,2,85
0,1603.2,40,5,0,1,80,2,84
0,1543.2,45,4,4,1,178,2,84
1,1565.6,43,4,2,0,120,2,84
1,1571.2,43,4,2,0,130,2,84
1,1565.6,43,4,2,0,84,2,84
1,1624.0,39,4,2,0,42,2,84
0,1624.0,39,4,0,1,42,2,84
0,1623.2,39,4,0,1,47,2,84
0,1546.4,45,4,2,1,50,2,84
0,1553.6,45,4,2,1,35,2,83
0,1552.0,45,4,2,1,52,2,83
0,1548.0,44,4,2,1,34,4,84
0,1547.2,45,4,2,1,35,4,84
0,1632.0,38,4,2,1,128,4,84
0,1630.4,39,4,2,1,89,4,84
0,1542.4,46,4,2,1,165,4,84
0,1542.4,46,4,2,1,50,4,84
0,1544.8,46,4,2,1,35,4,84
0,1646.4,38,4,2,1,178,4,84
0,1646.4,38,4,2,1,172,4,84
0,1651.2,38,4,2,0,180,4,84
0,1794.4,29,4,2,0,162,4,84
0,1795.2,29,4,2,0,129,4,84
0,1711.2,34,4,0,0,45,4,84
0,1709.6,34,4,0,0,160,4,84
0,1716.8,33,4,0,0,133,4,84
0,1709.6,33,4,0,0,176,4,84
0,1717.6,33,4,0,0,87,4,84
0,1740.8,32,4,0,0,74,4,84
1,1805.6,28,5,0,1,91,4,84
1,1809.6,29,5,0,1,76,4,83
1,1792.0,29,4,0,1,79,4,83
1,1791.2,29,4,0,1,74,4,83
1,1860.0,26,4,0,1,74,4,83
1,1858.4,26,4,0,1,82,4,83
1,1857.6,26,4,2,1,80,4,83
1,1698.4,34,4,2,1,80,4,83
1,1703.2,34,4,2,1,80,4,83
1,1758.4,31,4,2,1,53,4,83
1,1757.6,31,4,2,1,85,4,83
